Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
1,120,0,0,0,0,40,BT1,1,AL,0,AB02,BY,9000,4,1978,ARER,1
0,135,0,0,0,0,59,BT1,1,VA,0,AB02,LV,10000,3,1973,OMCE,2
1,115,0,0,85,1,62,BT1,2,AL,0,AB02,BY,7000,2,1979,ARER,2
1,110,0,0,0,0,26,BT3,1,VA,0,AB04,BY,9000,3,1966,ARER,1
0,115,35,1,55,1,69,BT1,2,VA,0,AB03,LA,10000,2,1880,TLEG,3
1,90,90,1,0,0,74,BT1,1,VA,0,AB03,BY,14000,1,1957,TLEG,2
1,115,0,0,0,0,74,BT1,1,VA,0,AB01,AO,9000,1,1780,STRA,1
1,155,0,0,0,0,69,BT1,1,VA,0,AB01,BY,13000,2,1976,ARER,2
1,85,60,1,0,0,54,BT1,1,VA,0,AB03,BY,10000,2,1960,ARER,1
0,110,55,1,0,0,40,BT3,2,VA,0,AB03,BY,16000,6,1968,BAAR,2
1,85,35,1,35,1,75,BT1,2,MI,0,AB03,BY,9000,2,1915,ARER,2
0,135,0,0,0,0,72,BT1,1,VA,0,AB05,BY,13000,2,1969,ARER,2
1,85,0,0,60,1,45,BT1,2,MI,0,AB03,BY,6000,4,1880,ARER,2
0,70,0,0,35,1,72,BT3,2,VA,0,AB05,BY,19000,1,1840,ARER,1
1,150,0,0,0,0,41,BT1,1,AL,0,AB02,LV,8000,4,1998,OMCE,2
1,210,110,1,0,0,84,BT1,2,VA,0,AB01,BY,38000,2,1930,TGAR,2
1,140,0,0,60,1,48,BT1,2,AL,0,AB03,LV,11000,4,2000,OMCE,2
1,220,35,1,0,0,72,BT1,1,VA,0,AB03,BY,13000,2,1973,TLEG,2
0,60,60,1,45,1,46,BT1,2,MI,0,AB03,BY,8000,1,1930,ARER,1
0,95,40,1,0,0,64,BT1,1,VA,0,AB03,BY,13000,2,1965,TLEG,1
1,120,0,0,0,0,73,BT1,1,VA,0,AB03,BY,10000,2,1967,ARER,1
1,170,0,0,0,0,58,BT1,1,MI,0,AB03,BY,10000,1,1978,ARER,2
1,130,0,0,0,0,60,BT1,1,VA,0,AB03,LA,8000,2,1975,ARER,2
1,120,0,0,0,0,75,BT1,1,VA,0,AB01,BY,11000,1,1973,ARER,1
1,115,0,0,0,0,73,BT1,1,MI,0,AB03,LV,16000,2,1967,ARER,1
1,140,0,0,0,0,68,BT1,1,AL,0,AB03,LV,8000,2,1974,ARER,2
1,155,0,0,0,0,63,BT1,1,MI,0,AB03,LV,9000,2,2003,TLEG,2
1,130,0,0,0,0,86,BT1,1,MI,0,AB03,BY,9000,1,1963,ARER,1
1,130,0,0,0,0,80,BT1,1,VA,0,AB03,BY,9000,1,1962,ARER,1
1,120,0,0,0,0,74,BT1,1,VA,0,AB03,AV,8000,2,1972,ARER,2
1,125,125,1,60,1,78,BT1,2,VA,0,AB03,BY,11000,2,1969,META,2
1,70,70,1,0,0,71,BT1,1,VA,0,AB05,BY,18000,2,1945,ARER,1
1,105,0,0,0,0,70,BT1,1,VA,0,AB03,BY,12000,2,1962,ARER,1
0,60,60,1,35,1,41,BT1,2,VA,1,AB03,AV,6000,5,1950,TLEG,2
0,170,55,1,0,0,48,BT1,1,VA,0,AB03,LA,5000,1,1967,ARER,2
1,95,95,1,0,0,70,BT1,1,VA,0,AB01,BY,22000,2,1956,ARER,1
1,165,0,0,0,0,33,BT1,1,MI,0,AB03,BY,9000,3,1970,ARER,2
1,95,95,1,0,0,58,BT1,1,MI,0,AB03,BY,22000,5,1950,TLEG,2
1,155,0,0,0,0,68,BT1,1,MI,0,AB03,BY,8000,2,1973,ARER,2
1,75,75,1,40,1,30,BT1,2,VA,1,AB03,BY,20000,2,1940,TLEG,1
0,150,0,0,0,0,56,BT1,1,VA,0,AB03,LV,7000,4,1974,ARER,2
1,95,85,1,0,0,64,BT1,1,MI,0,AB02,BY,33000,2,1930,TLEG,1
1,95,0,0,60,1,40,BT1,2,AL,0,AB02,LV,6000,1,1940,OMCE,1
1,115,0,0,0,0,32,BT3,1,AL,0,AB01,BY,19000,2,1972,TGAR,2
0,150,0,0,0,0,47,BT1,1,VA,0,AB03,LV,10000,3,2007,OMCE,2
1,85,0,0,0,0,47,BT3,1,MI,0,AB03,LV,6000,3,1983,ARER,1
1,190,0,0,0,0,52,BT1,1,MI,0,AB01,BY,8000,2,1960,TGAR,2
1,75,0,0,0,0,49,BT1,1,VA,0,AB03,BY,11000,3,1956,ARER,1
1,130,0,0,0,0,55,BT3,2,VA,0,AB03,BY,17000,2,1986,TLEG,2
1,155,0,0,0,0,59,BT1,1,MI,0,AB05,LV,7000,2,1980,ARER,1
1,145,0,0,0,0,70,BT1,1,MI,0,AB03,LV,7000,2,1970,BAAR,1
1,95,0,0,0,0,36,BT1,1,AL,0,AB03,BY,6000,1,1969,ARER,1
1,125,20,1,0,0,68,BT1,1,MI,0,AB04,AV,6000,2,1950,A0DM,1
0,180,0,0,0,0,73,BT1,1,MI,0,AB03,BY,7000,1,1973,ARER,2
1,170,0,0,0,0,72,BT1,1,MI,0,AB03,BY,11000,2,1972,TLEG,2
1,155,0,0,0,0,51,BT1,1,VA,0,AB03,AO,16000,2,1997,OMCE,2
0,165,0,0,0,0,55,BT1,1,VA,0,AB05,LV,7000,2,1984,ARER,2
1,160,0,0,55,1,79,BT1,2,MI,0,AB02,AV,6000,2,1983,TLEG,2
0,160,0,0,0,0,50,BT1,0,VA,0,AB03,BY,9000,2,2015,BAAR,2
1,120,0,0,60,1,44,BT1,2,VA,0,AB03,LV,5000,4,1900,ARER,1
0,140,0,0,0,0,70,BT1,1,AL,0,AB01,BY,16000,2,1965,TLEG,1
1,145,0,0,0,0,53,BT1,1,VA,0,AB05,AV,7000,4,1966,ARER,1
1,110,0,0,50,1,43,BT1,2,MI,1,AB03,AV,7000,4,1915,ARER,2
1,185,0,0,60,1,73,BT1,2,VA,0,AB03,AO,5000,1,1860,ARER,2
1,120,0,0,0,0,62,BT1,1,VA,0,AB02,BY,18000,2,1964,TGAR,1
1,120,0,0,0,0,52,BT1,1,VA,0,AB03,AV,4000,1,1973,ARER,1
1,135,0,0,0,0,66,BT1,1,VA,0,AB03,LV,12000,2,1980,ARER,2
0,80,0,0,15,1,29,BT1,2,AL,0,AB05,BY,13000,2,1900,ARER,1
0,85,0,0,35,1,68,BT1,2,AL,0,AB04,BY,8000,1,1880,ARER,1
1,135,0,0,15,1,82,BT1,2,VA,0,AB03,AV,6000,2,1945,ARER,1
1,170,0,0,0,0,58,BT1,1,CA,0,AB04,AV,12000,2,2010,OMCE,2
1,110,30,1,0,0,50,BT3,1,VA,0,AB02,BY,11000,2,1961,ARER,1
1,135,0,0,0,0,70,BT1,1,VA,0,AB03,LV,6000,1,1973,ARER,1
1,185,0,0,0,0,44,BT1,1,MI,0,AB03,LV,10000,5,2007,OMCE,2
1,240,70,1,35,1,34,BT1,2,VA,0,AB03,LV,2000,5,1920,ARER,2
1,125,0,0,0,0,76,BT1,1,MI,0,AB03,LV,5000,2,1963,ARER,1
1,70,0,0,50,1,68,BT3,2,VA,0,AB05,BY,12000,2,1977,ARER,2
1,170,0,0,0,0,51,BT1,1,VA,0,AB03,AV,5000,4,1974,ARER,2
1,145,0,0,0,0,70,BT1,1,AL,1,AB03,BY,10000,2,1977,ARER,2
1,125,0,0,0,0,52,BT1,1,VA,0,AB03,AO,6000,1,1800,ARER,1
0,60,0,0,15,1,76,BT1,2,VA,0,AB03,LA,14000,1,1940,ARER,1
0,155,0,0,0,0,61,BT1,1,VA,0,AB03,BY,9000,1,1965,TGAR,1
1,100,0,0,0,0,70,BT1,1,AL,0,AB04,BY,6000,2,1961,META,1
1,165,0,0,0,0,46,BT1,1,AL,0,AB03,BY,7000,4,2015,OMCE,2
1,145,0,0,0,0,56,BT1,1,VA,0,AB02,BY,14000,2,1973,OMCE,2
1,90,50,1,55,1,49,BT1,2,VA,0,AB03,LV,8000,3,1935,TLEG,2
1,130,0,0,0,0,54,BT1,1,MI,0,AB03,BY,13000,2,1988,TLEG,1
1,70,70,1,50,1,47,BT1,2,MI,0,AB03,BY,9000,2,1935,TLEG,2
1,115,0,0,0,0,61,BT1,1,VA,0,AB01,BY,17000,2,1978,ARER,1
1,165,0,0,0,0,48,BT1,1,VA,0,AB05,LV,4000,4,1966,ARER,2
1,110,30,1,60,1,58,BT1,2,VA,0,AB04,AV,5000,3,1935,ARER,2
1,160,0,0,0,0,53,BT1,1,MI,0,AB03,AO,9000,2,1972,ARER,2
0,70,0,0,30,1,40,BT1,2,MI,0,AB05,LA,12000,4,1930,TLEG,1
1,160,0,0,0,0,64,BT1,1,VA,0,AB03,BY,8000,2,1979,ARER,2
1,110,0,0,0,0,34,BT1,1,VA,0,AB03,BY,7000,3,1956,ARER,2
1,140,85,1,0,0,82,BT1,1,VA,0,AB03,BY,12000,2,1950,TLEG,1
0,185,0,0,0,0,55,BT1,1,VA,0,AB03,BY,13000,3,1962,A0DM,3
0,135,0,0,0,0,67,BT1,1,MI,0,AB03,BY,12000,2,1970,OMCE,1
0,100,0,0,15,1,85,BT1,2,MI,0,AB03,LV,9000,2,1760,STRA,1
1,185,0,0,0,0,60,BT1,0,VA,1,AB03,BY,17000,2,2015,TLEG,2
1,140,0,0,0,0,78,BT1,1,VA,0,AB04,LV,11000,2,1969,OMCE,2
0,70,25,1,30,1,76,BT1,2,VA,0,AB05,BY,9000,2,1925,ARER,2
1,140,0,0,70,1,66,BT1,2,AL,0,AB03,BY,16000,2,1961,ARER,2
0,130,0,0,0,0,73,BT1,1,VA,0,AB04,AV,7000,2,1968,ARER,1
0,130,0,0,0,0,67,BT1,1,VA,0,AB01,LV,9000,1,1979,ARER,2
1,165,0,0,0,0,84,BT1,0,VA,0,AB03,BY,20000,2,2016,TLEG,2
1,90,0,0,70,1,71,BT1,2,VA,0,AB01,LV,5000,2,1976,ARER,2
1,120,0,0,0,0,79,BT1,1,AL,0,AB03,BY,21000,1,1960,ARER,1
0,120,0,0,0,0,75,BT1,1,VA,0,AB04,BY,10000,2,1968,ARER,1
1,100,0,0,0,0,76,BT1,1,VA,0,AB03,LV,11000,1,1965,ARER,1
0,175,0,0,0,0,52,BT1,1,AL,0,AB03,BY,14000,2,1968,OMCE,2
0,105,0,0,60,1,71,BT1,2,AL,0,AB03,LA,8000,2,1905,TLEG,2
1,220,120,1,80,1,70,BT1,2,VA,0,AB03,BY,10000,2,1930,TLEG,4
0,75,75,1,45,1,67,BT1,2,MI,0,AB01,BY,8000,1,1930,TLEG,1
1,165,0,0,0,0,56,BT1,1,AL,0,AB03,BY,22000,4,1962,ARER,2
0,70,0,0,0,0,61,BT1,1,VA,0,AB06,BY,10000,1,1955,TGAR,1
1,160,0,0,0,0,62,BT1,1,VA,0,AB03,LV,11000,2,1986,OMCE,1
1,150,0,0,0,0,61,BT1,1,VA,0,AB03,BY,7000,2,1962,ARER,2
1,210,0,0,105,1,25,BT2,2,CA,0,AB03,AV,8000,2,1999,TGAR,2
1,90,75,1,50,1,51,BT1,2,AL,0,AB02,BY,19000,2,1925,OMCE,2
1,160,0,0,0,0,55,BT1,1,VA,0,AB01,BY,9000,3,1986,OMCE,2
1,140,0,0,115,1,53,BT1,2,VA,0,AB03,BY,13000,3,1984,OMCE,2
0,75,75,1,0,0,60,BT1,1,VA,0,AB05,AO,11000,2,1935,TGAR,1
1,150,0,0,0,0,30,BT1,1,VA,0,AB04,LV,6000,2,1973,ARER,2
1,180,30,1,0,0,51,BT1,1,VA,0,AB02,BY,18000,3,2000,TLEG,2
1,130,0,0,105,1,49,BT1,2,VA,0,AB05,LV,7000,4,1989,OMCE,2
1,150,0,0,0,0,35,BT1,1,MI,0,AB03,LV,8000,2,1984,OMCE,2
1,110,0,0,0,0,58,BT3,2,VA,0,AB03,BY,16000,3,1988,TLEG,2
1,140,140,1,0,0,69,BT1,1,VA,0,AB03,LV,9000,2,1974,ARER,2
0,70,0,0,50,1,71,BT3,2,VA,0,AB03,BY,19000,2,1978,ARER,2
0,95,0,0,55,1,74,BT3,2,MI,0,AB03,BY,20000,2,1971,TLEG,2
0,115,0,0,80,1,28,BT1,2,VA,0,AB02,LV,5000,1,1967,ARER,2
1,80,0,0,30,1,39,BT1,2,AL,0,AB02,LV,6000,1,1930,ARER,1
1,100,0,0,75,1,47,BT1,2,AL,0,AB03,BY,18000,3,1925,ARER,2
1,95,95,1,65,1,57,BT1,2,VA,0,AB01,BY,19000,3,1935,TLEG,3
1,195,0,0,0,0,37,BT1,1,VA,0,AB03,AV,11000,5,2007,OMCE,2
1,135,0,0,75,1,52,BT1,2,MI,0,AB03,BY,25000,3,1915,TLEG,3
0,145,0,0,0,0,30,BT1,1,VA,0,AB05,BY,14000,4,1976,TLEG,2
1,120,0,0,0,0,73,BT3,2,VA,0,AB03,BY,17000,2,1986,OMCE,2
0,85,85,1,0,0,40,BT1,1,MI,1,AB01,BY,24000,4,1930,TGAR,1
1,80,0,0,55,1,73,BT1,2,MI,0,AB04,AV,11000,2,1930,ARER,1
1,150,0,0,0,0,60,BT1,1,VA,0,AB04,BY,18000,2,1997,OMCE,2
1,270,10,1,0,0,43,BT1,1,MI,1,AB04,AV,3000,6,1905,ARER,2
1,100,55,1,0,0,71,BT1,1,VA,0,AB03,BY,10000,2,1967,ARER,2
1,115,0,0,0,0,70,BT1,1,AL,0,AB03,BY,16000,1,1966,META,1
1,100,0,0,25,1,72,BT3,2,MI,0,AB03,AV,8000,2,1780,ARER,1
0,160,0,0,0,0,74,BT1,1,VA,0,AB05,LV,12000,2,2001,TLEG,2
0,90,70,1,60,1,64,BT1,2,VA,0,AB03,BY,16000,3,1930,TLEG,1
0,70,0,0,45,1,69,BT1,2,VA,0,AB03,BY,8000,2,1880,ARER,1
1,180,0,0,0,0,61,BT1,1,MI,0,AB05,BY,7000,2,1968,ARER,1
1,80,0,0,20,1,50,BT1,2,VA,0,AB03,LV,6000,1,1910,META,1
0,120,60,1,0,0,45,BT1,1,VA,0,AB03,LV,5000,1,1966,ARER,1
0,120,0,0,80,1,69,BT1,2,VA,1,AB01,BY,7000,2,1915,TLEG,2
1,115,0,0,0,0,30,BT1,1,MI,0,AB03,BY,17000,1,1966,ARER,1
0,100,50,1,95,1,53,BT1,2,VA,0,AB03,LA,5000,2,1960,TLEG,2
0,110,0,0,0,0,40,BT3,2,VA,0,AB02,BY,21000,4,2005,ARER,2
1,140,15,1,0,0,47,BT1,1,VA,0,AB03,AV,5000,2,1969,ARER,2
1,105,0,0,0,0,72,BT3,2,VA,0,AB03,BY,16000,2,1960,TGAR,2
0,130,0,0,0,0,64,BT3,1,VA,0,AB03,BY,14000,2,1985,OMCE,2
0,165,80,1,0,0,49,BT1,1,VA,0,AB03,AV,6000,3,1976,ARER,2
0,120,0,0,0,0,77,BT1,1,MI,0,AB03,BY,13000,2,1967,OMCE,1
1,60,0,0,0,0,57,BT3,1,VA,0,AB01,BY,13000,1,1983,ARER,1
1,150,0,0,0,0,36,BT1,0,VA,0,AB03,BY,12000,5,2015,TGAR,2
1,135,10,1,95,1,42,BT1,2,AL,0,AB01,AO,6000,5,1935,TLEG,2
0,110,10,1,110,1,70,BT1,2,MI,0,AB03,AV,8000,2,1930,OMCE,3
1,200,0,0,0,0,75,BT1,1,MI,0,AB01,LV,10000,2,2004,TLEG,2
0,85,85,1,55,1,52,BT1,2,MI,0,AB03,BY,28000,4,1930,TLEG,2
0,65,0,0,35,1,52,BT3,2,VA,0,AB03,BY,13000,1,1900,TLEG,2
0,80,0,0,45,1,35,BT1,2,VA,0,AB03,AO,7000,1,1900,ARER,1
1,105,90,1,55,1,26,BT1,2,VA,0,AB03,AV,7000,1,1957,ARER,1
1,100,0,0,0,0,75,BT1,1,MI,0,AB02,BY,10000,1,1965,ARER,1
1,155,0,0,85,1,59,BT1,2,MI,0,AB03,AV,11000,1,2009,TLEG,2
1,105,0,0,0,0,65,BT3,1,MI,0,AB03,BY,10000,2,1981,OMCE,1
0,85,0,0,55,1,46,BT1,2,VA,0,AB03,BY,20000,2,2012,TLEG,2
1,150,35,1,0,0,51,BT1,2,VA,1,AB03,BY,15000,3,1976,TLEG,2
0,165,0,0,0,0,74,BT1,1,VA,0,AB03,BY,8000,2,1966,TLEG,2
1,155,0,0,0,0,43,BT1,1,VA,0,AB03,BY,11000,5,1959,TGAR,1
1,80,10,1,20,1,66,BT1,2,VA,0,AB05,LA,9000,1,1900,OMCE,1
1,100,0,0,0,0,71,BT1,1,MI,0,AB03,BY,10000,1,1820,TLEG,1
1,150,0,0,0,0,69,BT1,1,VA,0,AB05,LA,8000,2,1968,ARER,2
1,125,25,1,0,0,73,BT1,1,VA,0,AB03,BY,11000,2,1962,ARER,2
0,185,0,0,0,0,46,BT1,1,MI,0,AB03,LA,5000,4,1984,OMCE,1
1,145,0,0,0,0,65,BT1,1,CA,0,AB01,LV,10000,2,1999,OMCE,1
1,190,0,0,0,0,43,BT1,1,VA,0,AB01,LA,14000,4,2011,TLEG,2
1,90,0,0,0,0,55,BT1,1,AL,0,AB03,AV,5000,3,1880,ARER,1
0,85,0,0,35,1,49,BT1,2,VA,0,AB04,BY,11000,4,1920,ARER,2
1,90,0,0,0,0,30,BT3,1,MI,0,AB05,BY,11000,2,1980,ARER,1
1,105,35,1,30,1,36,BT1,2,VA,0,AB02,BY,11000,4,1945,TLEG,2
1,155,0,0,0,0,31,BT3,1,VA,0,AB04,LV,8000,3,1967,BAAR,2
1,100,0,0,0,0,40,BT1,1,AL,0,AB03,BY,14000,4,1950,TLEG,1
1,90,0,0,50,1,40,BT1,2,MI,0,AB03,BY,9000,4,1910,ARER,2
0,140,0,0,0,0,65,BT1,1,VA,0,AB02,BY,20000,1,1963,A0DM,1
1,175,0,0,125,1,50,BT1,2,VA,0,AB03,BY,7000,5,2014,TLEG,1
1,105,0,0,0,0,24,BT1,1,VA,0,AB05,LV,11000,1,1961,ARER,1
1,150,0,0,0,0,79,BT1,1,MI,0,AB03,BY,9000,1,1971,ARER,2
1,165,0,0,0,0,85,BT1,1,MI,0,AB03,BY,14000,2,2003,OMCE,2
1,300,0,0,45,1,60,BT1,3,MI,1,AB02,LV,8000,1,1900,OMCE,2
1,155,0,0,60,1,68,BT1,2,MI,0,AB03,BY,24000,2,1996,TLEG,2
1,50,50,1,50,1,73,BT3,2,VA,0,AB01,BY,26000,1,1990,OMCE,1
0,145,70,1,0,0,68,BT1,1,VA,0,AB03,BY,7000,2,1966,BAAR,3
0,170,0,0,0,0,84,BT1,1,VA,0,AB04,LV,5000,2,1974,ARER,2
1,145,0,0,0,0,74,BT1,1,MI,0,AB03,LV,10000,1,1997,OMCE,1
0,90,0,0,60,1,73,BT1,2,VA,0,AB03,BY,12000,2,2004,TLEG,1
1,140,0,0,0,0,67,BT1,1,VA,0,AB02,BY,7000,2,1969,BAAR,2
1,135,0,0,0,0,30,BT3,1,VA,0,AB04,BY,16000,4,2005,OMCE,1
0,150,0,0,0,0,73,BT1,1,MI,0,AB03,BY,17000,1,1973,ARER,2
0,140,0,0,0,0,76,BT1,1,VA,0,AB05,BY,14000,2,1971,ARER,2
0,135,0,0,0,0,66,BT1,1,VA,0,AB02,LV,5000,2,1976,ARER,2
0,165,0,0,0,0,59,BT1,1,MI,0,AB05,BY,11000,2,1987,OMCE,2
0,115,0,0,0,0,29,BT1,1,VA,0,AB03,BY,20000,3,2002,OMCE,2
1,95,95,1,0,0,90,BT3,1,VA,0,AB01,BY,37000,1,1945,TLEG,2
1,230,0,0,0,0,53,BT1,1,AL,1,AB02,AV,7000,1,1840,STRA,3
1,120,0,0,40,1,50,BT1,2,MI,0,AB03,LA,11000,3,1962,ARER,1
1,175,0,0,0,0,32,BT1,1,VA,1,AB03,LV,11000,2,2007,OMCE,2
1,120,0,0,0,0,51,BT1,1,VA,0,AB03,LV,8000,2,1971,ARER,1
1,135,0,0,0,0,61,BT1,1,VA,0,AB05,BY,11000,2,1994,OMCE,2
1,105,0,0,0,0,39,BT3,1,VA,0,AB03,BY,12000,1,1987,OMCE,1
1,120,0,0,0,0,41,BT1,1,VA,0,AB05,LV,10000,3,2000,OMCE,1
1,85,0,0,55,1,44,BT1,2,VA,0,AB03,AV,8000,4,1996,TLEG,2
1,95,0,0,95,1,51,BT1,2,VA,0,AB01,AO,11000,3,1996,TLEG,2
1,85,85,1,0,0,61,BT1,1,VA,0,AB03,BY,19000,3,1962,ARER,2
1,155,0,0,0,0,42,BT1,0,MI,0,AB02,AV,9000,1,1958,ARER,1
1,160,0,0,0,0,47,BT1,0,VA,0,AB03,BY,8000,4,2016,OMCE,2
1,130,0,0,0,0,52,BT1,0,MI,0,AB03,LV,6000,1,1964,META,2
0,115,0,0,0,0,60,BT3,0,CA,0,AB01,LV,15000,1,2011,TLEG,1
1,155,0,0,0,0,73,BT1,0,VA,0,AB03,BY,8000,1,1965,BAAR,2
0,140,50,1,0,0,34,BT1,0,VA,0,AB04,BY,10000,1,1964,ARER,2
1,150,30,1,0,0,57,BT1,0,MI,0,AB05,AV,8000,4,1940,ARER,2
0,150,0,0,0,0,71,BT1,0,VA,0,AB03,LV,8000,2,1966,ARER,1
1,140,0,0,0,0,38,BT3,0,VA,0,AB05,BY,22000,4,2008,BAAR,2
0,210,10,1,0,0,82,BT1,0,VA,0,AB03,LA,14000,2,1966,BAAR,2
1,90,0,0,75,1,37,BT1,2,AL,0,AB03,BY,16000,2,1935,ARER,1
1,100,0,0,65,1,48,BT1,2,VA,1,AB03,BY,15000,5,1998,OMCE,2
1,140,0,0,95,1,51,BT1,2,VA,0,AB01,AV,2000,4,1900,ARER,2
1,110,0,0,0,0,62,BT1,1,VA,0,AB03,BY,15000,2,1960,ARER,1
1,110,0,0,0,0,72,BT1,1,VA,0,AB03,BY,16000,2,1977,ARER,1
1,135,60,1,0,0,74,BT1,1,VA,0,AB04,LV,13000,1,1967,ARER,2
1,125,0,0,0,0,48,BT1,1,VA,0,AB01,LA,9000,2,1970,ARER,1
0,135,0,0,0,0,46,BT1,1,VA,0,AB03,BY,15000,4,2000,TLEG,2
1,80,80,1,45,1,73,BT1,2,VA,0,AB03,LA,5000,2,1930,OMCE,2
0,65,0,0,50,1,63,BT3,2,VA,0,AB03,BY,11000,2,1967,ARER,2
0,155,0,0,0,0,75,BT1,1,VA,0,AB01,LA,10000,2,1975,ARER,2
1,170,0,0,0,0,47,BT1,1,VA,0,AB04,BY,8000,4,1971,ARER,2
0,170,0,0,0,0,50,BT1,1,VA,0,AB03,BY,13000,5,1996,OMCE,2
1,95,0,0,0,0,49,BT3,1,VA,0,AB03,LV,9000,1,1963,ARER,1
1,90,0,0,30,1,69,BT1,2,MI,0,AB03,LV,9000,2,1820,STRA,2
0,125,0,0,0,0,64,BT1,1,AL,0,AB01,AV,4000,1,1975,ARER,1
0,155,0,0,0,0,29,BT1,1,MI,0,AB03,BY,7000,3,1961,ARER,1
1,120,0,0,0,0,67,BT1,1,AL,0,AB03,BY,11000,2,1972,ARER,2
1,125,0,0,60,1,70,BT1,2,MI,0,AB03,AV,5000,2,1930,TLEG,2
1,130,0,0,0,0,24,BT1,1,VA,0,AB03,BY,7000,3,1963,ARER,1
1,140,0,0,0,0,59,BT1,2,CA,0,AB04,AO,11000,2,1963,TGAR,1
0,175,0,0,0,0,44,BT1,1,MI,0,AB02,AV,7000,4,1971,TLEG,2
0,135,40,1,0,0,52,BT1,1,VA,0,AB05,BY,10000,1,1963,META,2
1,110,55,1,0,0,73,BT3,2,AL,0,AB03,BY,16000,2,1968,BAAR,2
1,105,5,1,35,1,77,BT1,2,VA,0,AB04,LA,9000,1,1910,ARER,2
1,120,0,0,0,0,57,BT1,1,VA,0,AB03,LV,7000,2,1964,ARER,1
1,195,0,0,0,0,46,BT1,1,CA,0,AB03,LV,13000,4,2009,TGAR,2
1,95,95,1,65,1,33,BT1,2,VA,0,AB04,BY,18000,4,1935,ARER,2
0,120,0,0,0,0,64,BT1,1,VA,0,AB01,BY,17000,1,1976,ARER,2
1,140,0,0,0,0,49,BT1,1,AL,0,AB02,BY,12000,2,1983,ARER,1
1,95,0,0,0,0,63,BT1,1,VA,0,AB02,LV,11000,2,1965,ARER,1
0,105,0,0,0,0,58,BT1,1,MI,0,AB03,AO,10000,1,1935,A0DM,1
1,90,90,1,65,1,35,BT1,2,VA,0,AB02,LV,10000,5,1945,ARER,2
1,170,0,0,0,0,56,BT1,1,MI,1,AB03,BY,13000,2,2003,OMCE,2
1,40,0,0,145,1,27,BT1,2,VA,1,AB04,BY,7000,4,1950,ARER,2
1,100,0,0,65,1,58,BT1,2,MI,0,AB04,AV,4000,1,1920,ARER,2
1,130,25,1,0,0,75,BT1,1,MI,0,AB03,LV,7000,2,1958,OMCE,2
1,140,0,0,0,0,71,BT1,1,MI,0,AB02,BY,33000,1,1968,ARER,2
0,100,0,0,50,1,72,BT1,2,AL,0,AB01,AV,5000,1,1900,TLEG,1
1,145,0,0,105,1,39,BT1,2,VA,1,AB05,BY,13000,5,2010,TGAR,2
0,170,0,0,15,1,37,BT2,2,VA,0,AB01,AV,75000,3,2016,TLEG,1
1,120,0,0,0,0,43,BT3,1,VA,0,AB05,BY,14000,3,1972,ARER,2
1,120,0,0,0,0,64,BT1,1,VA,1,AB02,BY,14000,2,2000,TLEG,2
1,140,0,0,0,0,77,BT1,1,VA,0,AB03,LV,9000,2,1987,ARER,1
1,260,0,0,0,0,51,BT1,2,VA,1,AB05,BY,26000,3,1998,A0DM,2
1,160,0,0,0,0,74,BT1,2,MI,0,AB04,BY,25000,2,1998,OMCE,2
1,155,90,1,0,0,74,BT1,1,VA,0,AB04,AO,15000,2,1972,OMCE,2
1,70,70,1,45,1,86,BT1,2,AL,0,AB01,BY,24000,1,1955,TLEG,1
0,120,0,0,65,1,65,BT1,2,MI,0,AB03,AO,7000,1,1860,ARER,1
1,145,0,0,0,0,35,BT1,1,VA,0,AB02,BY,10000,4,1965,A0DM,2
1,140,30,1,0,0,69,BT1,1,VA,0,AB05,BY,13000,1,1956,ARER,1
1,145,0,0,0,0,73,BT1,1,AL,0,AB03,BY,12000,2,1968,TGAR,2
0,75,0,0,40,1,69,BT1,2,VA,0,AB03,BY,18000,2,1935,A0DM,1
0,155,0,0,0,0,38,BT3,0,VA,0,AB03,BY,3000,3,2016,GRO0,2
1,210,0,0,0,0,41,BT1,1,MI,0,AB01,BY,6000,4,1973,ARER,2
1,140,0,0,0,0,31,BT3,0,VA,0,AB03,BY,19000,4,2016,TLEG,2
1,155,10,1,110,1,63,BT1,2,CA,0,AB03,LV,5000,2,1900,TLEG,3
0,175,0,0,0,0,73,BT1,1,VA,0,AB02,AO,6000,2,1963,ARER,2
1,60,60,1,40,1,37,BT1,2,VA,0,AB03,BY,8000,3,1950,TLEG,2
0,85,0,0,0,0,37,BT1,1,MI,0,AB01,BY,15000,2,1960,ARER,1
1,140,110,1,60,1,48,BT1,2,VA,1,AB02,BY,33000,2,2012,TLEG,3
1,150,0,0,0,0,72,BT1,1,VA,0,AB03,BY,13000,2,1972,TLEG,2
1,95,0,0,0,0,57,BT1,1,MI,0,AB03,LV,7000,1,1964,ARER,1
1,115,0,0,0,0,53,BT1,1,VA,0,AB01,AO,12000,3,1971,ARER,1
0,105,0,0,40,1,77,BT1,2,VA,0,AB05,LA,6000,2,1930,TLEG,2
0,90,0,0,50,1,63,BT1,2,VA,0,AB03,LA,12000,1,1935,OMCE,1
1,90,25,1,35,1,40,BT1,2,VA,0,AB03,LV,8000,4,1930,ARER,1
1,145,0,0,0,0,62,BT3,1,VA,0,AB02,BY,13000,2,1964,ARER,1
0,135,0,0,0,0,56,BT1,1,MI,0,AB05,LV,10000,1,1997,OMCE,1
